startup_name,date,sector,sub_sector,city,investors,round_type,amount_usd,year,month
The Indian Iris,2016-06-20,Consumer Internet,Govt Policy Research & Information portal,Ahmedabad,Timbru Ventures,Seed,0.0,2016.0,6.0
Onspoon,2016-06-21,Consumer Internet,Online Platform for Event Sponsorship,Mumbai,Swan Angel Network,Seed,150000.0,2016.0,6.0
Restate,2016-06-21,Consumer Internet,Real Estate Platform,Bengaluru,Idein Ventures,Seed,0.0,2016.0,6.0
Cleartrip,2016-06-21,Consumer Internet,Online Travel Agency,Mumbai,"Concur Technologies, Gund Investment",Private Equity,0.0,2016.0,6.0
Procmart,2016-06-21,Consumer Internet,Online Procurement Marketplace,Noida,IndiaMart,Private Equity,0.0,2016.0,6.0
Celerix,2016-06-21,Technology,Fintech Product Development & Services Startup,Bengaluru,Bitkemy Ventures,Seed,400000.0,2016.0,6.0
Naturenama,2016-06-21,Consumer Internet,Online Outdoors & travel,Mumbai,Unicorn Venture,Seed,225000.0,2016.0,6.0
Cyclopsmedtech,2016-06-21,Technology,Medical Technology Provider,Bengaluru,CP Bothra,Seed,0.0,2016.0,6.0
Syona Cosmetics,2016-06-21,FMCG,Beauty Products & Training to Salons & Spas,Chennai,The Chennai Angels,Seed,150000.0,2016.0,6.0
Prettysecrets,2016-06-21,eCommerce,Women Lingerie Store,Mumbai,"RB Investments PTE Ltd, Orios Venture Partners",Private Equity,6000000.0,2016.0,6.0
Spiderg,2016-06-22,Consumer Internet,Online invoice app for SMEs,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed,150000.0,2016.0,6.0
Fareye,2016-06-23,Technology,Logistics Management Software,Delhi,Saif Partners,Private Equity,3500000.0,2016.0,6.0
The Uolo,2016-06-23,Consumer Internet,School Parent Communication App,Bengaluru,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed,210000.0,2016.0,6.0
Staqu,2016-06-23,Technology,Artificial Intelligence based search platform,Gurgaon,Indian Angel Network,Seed,0.0,2016.0,6.0
Padhopadhao,2016-06-23,Consumer Internet,Home Tutors search & Discovery,Delhi,Rise India,Private Equity,0.0,2016.0,6.0
Drivify,2016-06-24,Consumer Internet,Professional Driver discovery & Booking Mobile app,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed,50000.0,2016.0,6.0
Pratilipi,2016-06-24,Consumer Internet,Multi-Lingual self-publishing platform,Bengaluru,Nexus Venture Partners,Seed,0.0,2016.0,6.0
Parablu,2016-06-24,Technology,Cloud Data Security & Privacy Solutions,Bengaluru,Kalaari Capital,Seed,500000.0,2016.0,6.0
Schedulers Logistics,2016-06-24,Logistics,Cold Storage Logistics solutions,Mumbai,GVFL,Private Equity,6000000.0,2016.0,6.0
Leap India,2016-06-24,Others,Supply Chain Equipment & Services provider,Mumbai,Mayfield Ventures,Private Equity,3000000.0,2016.0,6.0
Kabadiexpress,2016-06-24,Others,Free Door Step Scrap Pickup Service,Delhi,Undisclosed investor,Seed,148000.0,2016.0,6.0
Yourdost,2016-06-27,Consumer Internet,Online counselling & Personal coaching platform,Bengaluru,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed,1200000.0,2016.0,6.0
Gomalon,2016-06-27,Consumer Internet,Online Spa & Salon discovery & Booking platform,Bengaluru,Undisclosed investor,Seed,100000.0,2016.0,6.0
Voler Cars,2016-06-27,Consumer Internet,Self-Driven Car rental platform,Delhi,"Kanodia family, Amit Banka",Seed,0.0,2016.0,6.0
Travelyaari,2016-06-27,Consumer Internet,Online ticket booking platform,Bengaluru,GVFL Ltd,Private Equity,3000000.0,2016.0,6.0
Fabhotels,2016-06-28,Consumer Internet,Online Hotel aggregator & Booking platform,Gurgaon,"Accel Partners, RB Investments",Private Equity,8000000.0,2016.0,6.0
Locanix,2016-06-28,Technology,GPS based SaaS Solutions,Ahmedabad,Undisclosed investors,Seed,300000.0,2016.0,6.0
Lendingkart,2016-06-28,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,32000000.0,2016.0,6.0
Hello Tax,2016-06-28,Consumer Internet,Online Tax Filing Platform,Delhi,Sanjeev Sinha,Seed,295000.0,2016.0,6.0
Mysuperbrain,2016-06-28,Consumer Internet,Online Talent Discovery Platform for Kids,Hyderabad,Soniks Consulting,Seed,0.0,2016.0,6.0
Blogbeats,2016-06-28,Consumer Internet,Online Blogging Platform,Bengaluru,Undisclosed Investor,Seed,0.0,2016.0,6.0
Letreach,2016-06-29,eCommerce,ECommerce SAAS Solutions,Delhi,vCommission,Private Equity,100000.0,2016.0,6.0
Trendieapp,2016-06-29,Technology,Visual Content Marketing,Kolkata,Harsh Vardhan Hada,Seed,50000.0,2016.0,6.0
Impactguru,2016-06-29,Consumer Internet,Crowdfunding Platform,Mumbai,Piyush Jain,Seed,0.0,2016.0,6.0
Velvetcase,2016-06-29,eCommerce,Online designer jewellery marketplace,Mumbai,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Private Equity,1500000.0,2016.0,6.0
Meru Cabs,2016-06-30,Consumer Internet,Online/ Mobile Tax Cab booking,Mumbai,Brand Capital,Private Equity,25000000.0,2016.0,6.0
Campus Diaries,2016-06-30,Consumer Internet,Student focussed Content Discovery portal,Bengaluru,Aarin Capital,Seed,220000.0,2016.0,6.0
Scripbox,2016-06-30,Consumer Internet,Online Mutual Fund Investment platform,Bengaluru,"Omidyar Network, Accel Partners & existing investors",Private Equity,0.0,2016.0,6.0
Biryani Blues,2016-06-30,Food & Beverage,QSR Chain,Gurgaon,Carpediem Capital & Others,Private Equity,368000.0,2016.0,6.0
Motomojo,2016-05-01,Consumer Internet,Mobile based Vehicle maintenance App,Mumbai,"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,",Seed,0.0,2016.0,5.0
Get My Parking,2016-05-01,Technology,Parking Technology Platform,Delhi,The Chennai Angels,Seed,376000.0,2016.0,5.0
Prescribez,2016-05-01,Consumer Internet,Health Service Aggregator Platform,Pune,Ankush Mehta,Seed,145000.0,2016.0,5.0
Airwood,2016-05-02,Technology,Agri Data & Analytics Platform,Chennai,StartupXseed Ventures,Seed,0.0,2016.0,5.0
Mobikwik,2016-05-03,Consumer Internet,Mobile & Digital Wallet,Gurgaon,"GMO Payment Gateway, MediaTek",Private Equity,50000000.0,2016.0,5.0
Idreamcareer,2016-05-03,Consumer Internet,Career Planning Services Portal,Delhi,Brand Capital,Private Equity,0.0,2016.0,5.0
Zwayam,2016-05-03,Consumer Internet,Online Recruitment Platform,Bengaluru,Undisclosed investors,Seed,250000.0,2016.0,5.0
Boibanit,2016-05-03,Consumer Internet,Online Food Delivery platform,Vadodara,Undisclosed investors,Seed,0.0,2016.0,5.0
Zuver,2016-05-03,Consumer Internet,Car driver Discovery App,Mumbai,"Shruth & Smith Group, Hermes Group",Seed,180000.0,2016.0,5.0
Prepathon,2016-05-03,Education,Competitive Exam learning platform,Mumbai,Blume Ventures,Private Equity,0.0,2016.0,5.0
Easyroads,2016-05-04,Consumer Internet,Road Trip planning Mobile app,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed,200000.0,2016.0,5.0
Lenskart,2016-05-04,eCommerce,Eyewear & Accessories etailer,Delhi,"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",Private Equity,60000000.0,2016.0,5.0
Seclore,2016-05-04,Technology,Enterprise Security Technology platform,Mumbai,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",Private Equity,12000000.0,2016.0,5.0
Solartown,2016-05-04,Technology,Solar Rooftop system installation company,Chennai,Grex.in,Seed,200000.0,2016.0,5.0
Comarete,2016-05-04,Technology,Telecom & Media IT services company,Pune,Grex.in,Seed,200000.0,2016.0,5.0
Mydentistchoice,2016-05-04,eCommerce,Medical Supplies eTailer,Hyderabad,Undisclosed investors,Seed,150000.0,2016.0,5.0
Active.Ai,2016-05-04,Technology,Intelligent Tech platform for Finance vertical,Singapore,Kalaari Capital Accelerator Program,Seed,500000.0,2016.0,5.0
Affordplan,2016-05-04,Technology,Affordable non-emergency medical service health plans,Delhi,Kalaari Capital Accelerator Program,Seed,500000.0,2016.0,5.0
Indee,2016-05-04,Consumer Internet,Web Video Streaming Platform,Bengaluru,Kalaari Capital Accelerator Program,Seed,500000.0,2016.0,5.0
Unbxd,2016-05-05,Technology,eCommerce product discovery software,Delhi,"IDG Ventures, Inventus Capital, Indian Angel Network",Private Equity,0.0,2016.0,5.0
Weballigator,2016-05-05,Consumer Internet,Cloud Based Software Solutions,Bengaluru,Group of undisclosed Angel Investors & HNIs,Seed,375000.0,2016.0,5.0
Eduace Services,2016-05-06,Education,Education Workshops & mentoring programs,Lucknow,MoMagic Technologies,Private Equity,1000000.0,2016.0,5.0
Meesho,2016-05-06,eCommerce,Social commerce platform,Bengaluru,Rajul Garg & Others,Seed,0.0,2016.0,5.0
Zebroads,2016-05-07,Logistics,Logistics and Warehousing services,Hyderabad,Undisclosed investors,Seed,75000.0,2016.0,5.0
Locus,2016-05-09,Technology,Logistics Intelligence platform,Bengaluru,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",Private Equity,2750000.0,2016.0,5.0
Toko Innovations,2016-05-09,Consumer Internet,Children\\xe2\\x80\\x99s Entertainment Portal,Bengaluru,"Roopak Saluja, Vishal Khare",Seed,450000.0,2016.0,5.0
Rentickle,2016-05-09,eCommerce,"Furniture, appliances Portal",Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed,250000.0,2016.0,5.0
Healthifyme,2016-05-10,Consumer Internet,Health & Fitness App,Bengaluru,"IDG Ventures India, Inventus Capital, Blume Ventures",Private Equity,6000000.0,2016.0,5.0
Zarget,2016-05-10,Consumer Internet,Conversion Rate Optimization Platform,Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",Private Equity,1500000.0,2016.0,5.0
Innonano Research,2016-05-10,Technology,Clean Water Technology,Chennai,NanoHoldings,Private Equity,18000000.0,2016.0,5.0
Schoolwear,2016-05-10,eCommerce,School Uniform & Supplies Marketplace,Mumbai,Undisclosed investors,Seed,1500000.0,2016.0,5.0
Swiggy,2016-05-10,Consumer Internet,Food Delivery Platform,Bengaluru,"Norwest Venture Partners, DST Global, Accel Partners",Private Equity,7000000.0,2016.0,5.0
Zenify,2016-05-11,Consumer Internet,Home rental Discovery & Booking Portal,Bengaluru,Undisclosed Investors,Private Equity,900000.0,2016.0,5.0
Faircent,2016-05-11,Consumer Internet,Online Peer to Peer Lending platform,Gurgaon,"JM Financial Products Ltd, Arun Tadanki, Doreswamy Nandkishore, Kshitij Jain",Private Equity,0.0,2016.0,5.0
Fractal Analytics,2016-05-11,Technology,Data Analytics Company,Mumbai,Khazanah Nasional Berhad,Private Equity,100000000.0,2016.0,5.0
Unacademy,2016-05-12,Consumer Internet,Free Online Education Platform,Bengaluru,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed,500000.0,2016.0,5.0
Capital Float,2016-05-12,Consumer Internet,Online Lending Platform,Bengaluru,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",Private Equity,25000000.0,2016.0,5.0
Life Circle,2016-05-12,Healthcare,Senior Healthcare Services,Hyderabad,GROUPE SOS,Private Equity,150000.0,2016.0,5.0
Dream Wallets,2016-05-12,Consumer Internet,Online Crowdfunding platform,Jaipur,"Rakesh Gupta, Aditya Aggarwal, Siddharth Banerjee, Vikas Ranjan, Anshul Jindal, Sunil Koul, and Sanjeev Agrawal",Seed,0.0,2016.0,5.0
Shabdnagari,2016-05-12,Consumer Internet,Hindi social networking portal,Kanpur,ah! Ventures,Seed,0.0,2016.0,5.0
Galleri5,2016-05-12,Consumer Internet,Visual Content Discovery platform,Bengaluru,"Phanindra Sama, Raghunandan G,",Seed,0.0,2016.0,5.0
Derbii,2016-05-12,Logistics,Carpooling Services,Gurgaon,Anurag Chauhan,Seed,0.0,2016.0,5.0
Stayzilla,2016-05-13,Consumer Internet,Budget Room Aggregator Booking platform,Chennai,"Matrix Partners, Nexus Ventures",Private Equity,13500000.0,2016.0,5.0
Wow Express,2016-05-13,Logistics,E-Commerce Logistics Solutions,Mumbai,Undisclosed Investors & Tamarind Family Private Trust,Private Equity,2200000.0,2016.0,5.0
Smartivity,2016-05-16,eCommerce,Smart Learning products,Delhi,"S Chand, AdvantEdge Partners",Private Equity,1000000.0,2016.0,5.0
Bedbathmore,2016-05-16,Consumer Internet,Home Decor eMarketplace,Mumbai,"Kinnevik Group, Rocket Internet",Private Equity,0.0,2016.0,5.0
Murgency,2016-05-17,Consumer Internet,Medical Emergency Response App,Mumbai,Rata Tata,Private Equity,0.0,2016.0,5.0
Crownit,2016-05-17,Consumer Internet,Mobile customer rewards management platform,Gurgaon,"Undisclosed investors, Accel Partners, Helion Venture Partners",Private Equity,0.0,2016.0,5.0
Blinge,2016-05-17,eCommerce,Apparel Rental platform,Mumbai,"Anupam Mittal, Anuj Srivastava, Ankit Nagori",Seed,0.0,2016.0,5.0
Thesmartq,2016-05-18,Consumer Internet,Food Ordering Mobile App,Bengaluru,YourNest Angel Fund,Seed,250000.0,2016.0,5.0
Purplehealth,2016-05-18,Consumer Internet,Online health-on-demand platform,Trivandrum,Katabole Technology Venture,Seed,100000.0,2016.0,5.0
Fundamentor,2016-05-18,Education,Aptitude Development Program,Pune,Subramanya SV,Seed,0.0,2016.0,5.0
Edupristine,2016-05-18,Education,Online Certification Courses,Mumbai,"Kaizen Management Advisors, DeVry Inc",Private Equity,10000000.0,2016.0,5.0
Bhiveworkspace,2016-05-18,Reality,Co-Working Spaces,Bengaluru,Blume Ventures,Private Equity,1000000.0,2016.0,5.0
Parentlane,2016-05-18,Consumer Internet,Parenting & Child Care app,Bengaluru,"Sujeet Kumar, Aprameya, Sumit Jain, Subramanya Venkat, Venk, Ravi Machani, Hitesh Gupta, Rohit Choudhary",Seed,0.0,2016.0,5.0
Appie,2016-05-19,Consumer Internet,Location-based offline retail discovery platform,Mumbai,Undisclosed investors,Seed,1000000.0,2016.0,5.0
Niki.Ai,2016-05-19,Technology,Artificial Intelligence Platform,Bengaluru,Ratan Tata,Private Equity,0.0,2016.0,5.0
Taxivaxi,2016-05-19,Consumer Internet,Cab Aggregating Platform,Delhi,Undisclosed HNIs,Seed,500000.0,2016.0,5.0
Veqta,2016-05-19,Consumer Internet,On Demand Digital Sports Network,Delhi,"Chatsworth Management, ITW Digital",Seed,500000.0,2016.0,5.0
I2Ifunding,2016-05-20,Consumer Internet,Online Peer to Peer Funding,Noida,Undisclosed Investors,Seed,300000.0,2016.0,5.0
Edurev,2016-05-23,Consumer Internet,Online Learning Platform,Gurgaon,Pradeep Reddy Kamasan,Seed,0.0,2016.0,5.0
Hoppingo,2016-05-23,Consumer Internet,Fashion Discovery platform,Delhi,vCommission,Seed,89000.0,2016.0,5.0
Eatonomist,2016-05-24,Consumer Internet,Food Delivery Platform,Gurgaon,MCube Capital Advisors Pvt Ltd,Seed,0.0,2016.0,5.0
Goalwise,2016-05-24,Consumer Internet,Online investment platform,Bengaluru,Undisclosed HNIs,Seed,1000000.0,2016.0,5.0
Roast,2016-05-25,Consumer Internet,Mobile entertainment App,Delhi,Indian Angel Network,Seed,0.0,2016.0,5.0
Address Health,2016-05-25,Healthcare,Pediatric Primary Healthcare Network,Bengaluru,Gray Matters Capital,Private Equity,1500000.0,2016.0,5.0
Arcatron Mobility,2016-05-25,Technology,Mobility Devices for differently abled,Pune,Sudhir Mehta,Seed,100000.0,2016.0,5.0
Shethepeople,2016-05-25,Consumer Internet,Digital platform for Women,Delhi,Anand Mahindra,Seed,0.0,2016.0,5.0
Cleartax,2016-05-26,Consumer Internet,Online Income Tax Filing platform,Bengaluru,"FF Angel, Sequoia Capital",Private Equity,2000000.0,2016.0,5.0
Consure Medical,2016-05-26,Healthcare,Medical Devices Kit manufacturer,Delhi,"Accel Partners, Indian Angel Network, India Innovation Fund India Venture Partners",Private Equity,0.0,2016.0,5.0
Mchamp,2016-05-26,Consumer Internet,Celebrity Entertainment Contest App,Delhi,MoMagic Technologies,Seed,475000.0,2016.0,5.0
Pianta,2016-05-27,Consumer Internet,Online healthcare service discovery platform,Bengaluru,"Kunal Shah, Sandeep Tandon",Seed,0.0,2016.0,5.0
Vahanalytics,2016-05-30,Technology,Safe driving Analytics platform,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed,200000.0,2016.0,5.0
Play Your Sport,2016-05-31,Consumer Internet,Location based Sports & Fitness Discovery App,Delhi,Ashish Gupta and other undisclosed investors,Seed,0.0,2016.0,5.0
Koovs,2016-05-31,eCommerce,Apparel & Lifestyle eTailer,Delhi,HT Media Ltd,Private Equity,4400000.0,2016.0,5.0
Ccavenue,2016-05-31,Consumer Internet,Payment Gateway,Mumbai,NSI Infinium Global Pvt. Ltd,Private Equity,8900000.0,2016.0,5.0
1Mg,2016-05-31,eCommerce,Online Pharmacy,Gurgaon,HBM Healthcare Investments,Private Equity,0.0,2016.0,5.0
Tpot,2016-05-31,Food & Beverage,QSR Chain,Gurgaon,Ashish Gupta,Seed,0.0,2016.0,5.0
Machadalo,2016-05-31,Consumer Internet,Hyperlocal Advertising Platform,Mumbai,Undisclosed Investors,Seed,175000.0,2016.0,5.0
Dil Mil,2016-04-01,Consumer Internet,Matchmaking Mobile App,SFO / Bangalore,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Private Equity,2700000.0,2016.0,4.0
Picsdream,2016-04-01,Consumer Internet,Online Marketplace for Photographers,Delhi,Raman Roy,Seed,0.0,2016.0,4.0
Process 9,2016-04-01,Consumer Internet,online translation and transliteration,Gurgaon,"Indian Angel Network, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, and Ajai Chowdhry",Seed,0.0,2016.0,4.0
Housing,2016-04-04,Consumer Internet,Real Estate Portal,Mumbai,Vineet Singh,Private Equity,0.0,2016.0,4.0
Roll Mafia,2016-04-04,Food & Beverage,Rolls & Biryanis QSR chain,Pune,Equentia Natural Resource & Other undisclosed investors,Seed,0.0,2016.0,4.0
Hungama,2016-04-04,Consumer Internet,Digital Media Entertainment Portal,Mumbai,Xiaomi Inc,Private Equity,25000000.0,2016.0,4.0
Highway Delite,2016-04-04,Consumer Internet,Various Highway Help Services,Bengaluru,N.S. Raghavan Centre for Entrepreneurial Learning,Seed,0.0,2016.0,4.0
Cult Fitness,2016-04-05,Healthcare,Healthcare training programs,Bengaluru,Mukesh Bansal,Seed,0.0,2016.0,4.0
Haptik,2016-04-05,Technology,Personal Assistant App,Mumbai,Times Internet Ltd,Private Equity,0.0,2016.0,4.0
Servify,2016-04-05,Consumer Internet,Gadget & Appliances Service App,Mumbai,"Blume Ventures, Barkawi Holdings GmbH, TM Service Technology Holdings GmbH",Private Equity,0.0,2016.0,4.0
Shipsy,2016-04-06,Logistics,Logistics Solutions,Gurgaon,DTDC Express Ltd,Private Equity,1000000.0,2016.0,4.0
Gear6,2016-04-06,Consumer Internet,Online bike service and repairs platform,Bengaluru,Ninestarter,Seed,500000.0,2016.0,4.0
Myglamm,2016-04-06,Consumer Internet,Mobile based on-demand Beauty Services platform,Mumbai,L\\xe2\\x80\\x99Occitane,Private Equity,6000000.0,2016.0,4.0
Petoo,2016-04-06,Consumer Internet,Online Food Delivery Platform,Bengaluru,Axilor Ventures,Private Equity,1000000.0,2016.0,4.0
Truly Social,2016-04-07,Consumer Internet,Mobile Gaming Studio,London,Nazara Technologies Pvt Ltd,Private Equity,0.0,2016.0,4.0
Little Black Book,2016-04-08,Consumer Internet,"Curated Food, event & Lifestyle guide",Delhi,"IDG, Indian Angel Network",Seed,0.0,2016.0,4.0
Vahan,2016-04-08,Education,Mobile Education Platform,Chennai,Villgro,Seed,0.0,2016.0,4.0
Imedilane,2016-04-08,Consumer Internet,Online Health Diagnosis platform,Delhi,"Mahendra Patel, Nilender Chauhan",Seed,40000.0,2016.0,4.0
Living Local,2016-04-11,Consumer Internet,Social discovery platform,Mumbai,Rattan Chadha,Seed,200000.0,2016.0,4.0
Vegfru,2016-04-11,eCommerce,Online Fruit & Vegetable Marketplace,Delhi,Wingify,Seed,0.0,2016.0,4.0
Oyo,2016-04-11,Consumer Internet,Online Branded Budget Room Booking Service,Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",Private Equity,100000000.0,2016.0,4.0
Priceraja,2016-04-11,Consumer Internet,Price Comparison Portal,Gurgaon,Prashant Puri,Seed,300000.0,2016.0,4.0
Magicx,2016-04-12,Consumer Internet,On-Demand Task Management App,Bengaluru,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed,1000000.0,2016.0,4.0
Happydemic,2016-04-12,Consumer Internet,Artist Discovery & Booking platform,Mumbai,Shaan,Seed,0.0,2016.0,4.0
Lendenclub,2016-04-12,Finance,Peer-to-Peer Lending Platform,Mumbai,"Anirudh Damani, Daud Ali, Narendra Karnavat, Vikas Kapoor, Vikram Lakhotia, Krishna Jhunjhunwaala, Jayesh Shah",Seed,0.0,2016.0,4.0
Indi.Com,2016-04-12,Consumer Internet,Video Social Network,,Anil Kapoor,Seed,0.0,2016.0,4.0
Legalraasta,2016-04-13,Consumer Internet,Online legal Services for Startups,Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed,1000000.0,2016.0,4.0
Raincan,2016-04-13,Consumer Internet,Subscription-based grocery delivery Mobile App,Pune,Dr. Aniruddha Malpani,Seed,150000.0,2016.0,4.0
Hippily,2016-04-13,eCommerce,Fashion ECommerce App,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed,250000.0,2016.0,4.0
Kredx,2016-04-13,eCommerce,Invoice discounting\\xc2\\xa0 Marketplace,Bengaluru,"Prime Venture Partners,",Seed,750000.0,2016.0,4.0
Wedwise,2016-04-14,Consumer Internet,Wedding related services community,Delhi,StartUp Equity Partners,Seed,0.0,2016.0,4.0
Beaconstalk,2016-04-14,Technology,contextual mobile advertising,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed,100000.0,2016.0,4.0
Deal 4Loans,2016-04-15,Consumer Internet,Loan Comparison Portal,Noida,"Ram Shriram, Neeraj Arora, Puru Vashishtha",Seed,0.0,2016.0,4.0
Renewbuy,2016-04-15,Consumer Internet,Online Car & Bike Insurance Comparison portal,Delhi,Mount Nathan Advisors,Seed,1000000.0,2016.0,4.0
